Postcode,Total Registrations (2017-2021),Registrations 2017,Registrations 2018,Registrations 2019,Registrations 2020,Registrations 2021
2891,0,0,0,0,0,0
2898,16,3,3,3,4,3
2899,0,0,0,0,0,0
2900,0,0,0,0,0,0
2901,0,0,0,0,0,0
2902,0,0,0,0,0,0
2903,0,0,0,0,0,0
2904,0,0,0,0,0,0
2905,0,0,0,0,0,0
2906,0,0,0,0,0,0
2911,0,0,0,0,0,0
2912,0,0,0,0,0,0
2913,3,0,0,0,3,0
2914,6,0,0,0,3,3
3500,0,0,0,0,0,0
3585,0,0,0,0,0,0
3586,0,0,0,0,0,0
3644,0,0,0,0,0,0
3691,0,0,0,0,0,0
3707,0,0,0,0,0,0
4377,0,0,0,0,0,0
4380,0,0,0,0,0,0
4383,0,0,0,0,0,0
4385,0,0,0,0,0,0
